	('Cluster: cluster-0', u'Majority Tissue: central_nervous_system', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-1', u'Majority Tissue: endometrium', 'number in clust: 14', 'Max Pct: 0.357142857143')	('Cluster: cluster-2', u'Majority Tissue: lung', 'number in clust: 28', 'Max Pct: 0.392857142857')	('Cluster: cluster-3', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 36', 'Max Pct: 1.0')	('Cluster: cluster-4', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 20', 'Max Pct: 1.0')	('Cluster: cluster-5', u'Majority Tissue: autonomic_ganglia', 'number in clust: 22', 'Max Pct: 0.5')	('Cluster: cluster-6', u'Majority Tissue: breast', 'number in clust: 34', 'Max Pct: 0.852941176471')	('Cluster: cluster-7', u'Majority Tissue: lung', 'number in clust: 76', 'Max Pct: 0.434210526316')	('Cluster: cluster-8', u'Majority Tissue: large_intestine', 'number in clust: 22', 'Max Pct: 0.863636363636')	('Cluster: cluster-9', u'Majority Tissue: lung', 'number in clust: 29', 'Max Pct: 0.241379310345')	('Cluster: cluster-10', u'Majority Tissue: skin', 'number in clust: 31', 'Max Pct: 0.967741935484')	('Cluster: cluster-11', u'Majority Tissue: kidney', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-12', u'Majority Tissue: thyroid', 'number in clust: 4', 'Max Pct: 0.5')	('Cluster: cluster-13', u'Majority Tissue: bone', 'number in clust: 9', 'Max Pct: 1.0')	('Cluster: cluster-14', u'Majority Tissue: central_nervous_system', 'number in clust: 2', 'Max Pct: 1.0')	('Cluster: cluster-15', u'Majority Tissue: lung', 'number in clust: 8', 'Max Pct: 0.75')	('Cluster: cluster-16', u'Majority Tissue: upper_aerodigestive_tract', 'number in clust: 46', 'Max Pct: 0.586956521739')	('Cluster: cluster-17', u'Majority Tissue: endometrium', 'number in clust: 2', 'Max Pct: 0.5')	('Cluster: cluster-18', u'Majority Tissue: liver', 'number in clust: 13', 'Max Pct: 0.846153846154')	('Cluster: cluster-19', u'Majority Tissue: endometrium', 'number in clust: 2', 'Max Pct: 0.5')	('Cluster: cluster-20', u'Majority Tissue: stomach', 'number in clust: 4', 'Max Pct: 0.75')	('Cluster: cluster-21', u'Majority Tissue: central_nervous_system', 'number in clust: 78', 'Max Pct: 0.666666666667')	('Cluster: cluster-22', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 10', 'Max Pct: 1.0')	('Cluster: cluster-23', u'Majority Tissue: pancreas', 'number in clust: 4', 'Max Pct: 0.75')	('Cluster: cluster-24', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 26', 'Max Pct: 1.0')	('Cluster: cluster-25', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 30', 'Max Pct: 1.0')	('Cluster: cluster-26', u'Majority Tissue: bone', 'number in clust: 41', 'Max Pct: 0.19512195122')	('Cluster: cluster-27', u'Majority Tissue: kidney', 'number in clust: 35', 'Max Pct: 0.885714285714')	('Cluster: cluster-28', u'Majority Tissue: pancreas', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-29', u'Majority Tissue: lung', 'number in clust: 41', 'Max Pct: 0.390243902439')	('Cluster: cluster-30', u'Majority Tissue: breast', 'number in clust: 2', 'Max Pct: 0.5')	('Cluster: cluster-31', u'Majority Tissue: lung', 'number in clust: 36', 'Max Pct: 0.916666666667')	('Cluster: cluster-32', u'Majority Tissue: central_nervous_system', 'number in clust: 33', 'Max Pct: 0.151515151515')	('Cluster: cluster-33', u'Majority Tissue: autonomic_ganglia', 'number in clust: 2', 'Max Pct: 1.0')	('Cluster: cluster-34', u'Majority Tissue: large_intestine', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-35', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 17', 'Max Pct: 1.0')	('Cluster: cluster-36', u'Majority Tissue: lung', 'number in clust: 58', 'Max Pct: 0.362068965517')	('Cluster: cluster-37', u'Majority Tissue: pleura', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-38', u'Majority Tissue: soft_tissue', 'number in clust: 3', 'Max Pct: 1.0')	('Cluster: cluster-39', u'Majority Tissue: ovary', 'number in clust: 35', 'Max Pct: 0.6')	('Cluster: cluster-40', u'Majority Tissue: lung', 'number in clust: 3', 'Max Pct: 1.0')	('Cluster: cluster-41', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-42', u'Majority Tissue: central_nervous_system', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-43', u'Majority Tissue: large_intestine', 'number in clust: 42', 'Max Pct: 0.5')	('Cluster: cluster-44', u'Majority Tissue: breast', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-45', u'Majority Tissue: stomach', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-46', u'Majority Tissue: skin', 'number in clust: 19', 'Max Pct: 0.894736842105')	('Cluster: cluster-47', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 34', 'Max Pct: 1.0')	('Cluster: cluster-48', u'Majority Tissue: lung', 'number in clust: 2', 'Max Pct: 1.0')	('Cluster: cluster-49', u'Majority Tissue: lung', 'number in clust: 75', 'Max Pct: 0.413333333333')
C19orf33	-0.967336377377	0.84207912616	0.899634164988	-0.872916335367	-0.646916195987	-0.886769359072	0.25265885214	1.26855468799	1.32831049324	-0.635277919318	-0.893383104206	1.30514224117	0.806636513607	-0.950660005138	-0.850233491486	-0.807796146012	1.50109542915	-1.00467562537	0.221541344	0.410025486306	1.61842799311	-0.692014889303	-0.963303059583	1.63500007142	-0.89280576162	-0.928340827087	-0.837060753831	1.12693022729	1.60411214365	0.667072969659	1.19394544373	-0.797830472695	-0.040306433453	-0.977631206179	0.680060216709	-0.906921740667	1.36860112055	-0.536920969645	-0.806776926972	1.13480159392	0.325492341103	-0.917396930236	-0.922516847112	1.31572284889	-0.858814367535	-0.948253043002	-0.922583239472	-0.870927565554	-0.800082211153	1.63060649565
GJA1	1.72604020039	0.816791460701	1.30319141871	-1.01356240539	-0.385668111484	-0.562849669171	-0.702917515372	0.951129176047	-0.954490181018	0.974820011523	-0.929686068575	1.66564998203	1.47480197336	1.47067318194	1.68016427549	-1.11298256658	0.917515511753	-1.11388370428	0.59234872528	-1.04953658504	0.643278904458	1.58048962778	-1.0240270617	-0.636301116345	-0.359638234621	-0.446554460207	1.72604020039	0.638228482437	-1.10790358486	0.190113684341	-0.411405650135	-0.659378973049	1.01657395133	-0.741418306117	1.04868019423	-0.569858381134	-0.0724771689398	1.56484833999	-0.437057980617	0.470155218674	-1.08562387155	-0.956328305318	-0.869350467093	-0.756538257676	-0.998818962465	-1.03990676735	-0.331239987447	-0.788762242248	-1.10609527601	-0.227272659057
SPINT2	-1.47960567551	0.285614735157	0.932707449359	-0.259876475023	0.774819689361	-0.815286047826	1.31748024461	0.296833248999	1.23211668319	-0.0747143824909	-1.41532210766	0.929708170833	-0.81844530099	-0.962991436892	-1.36790831751	0.770208633053	1.21708481205	-1.3586052051	-0.362938238574	-0.668202342383	1.33180662381	-1.1798762596	-0.519346618991	1.19271626763	-0.341057012955	-0.397741076243	-0.863964585428	0.317489577533	0.182009589266	0.0523204367239	1.33180662381	0.962000293881	-0.949750223994	-1.04936059414	1.02174814157	-0.0503643883391	1.2868745396	-1.43170718393	-1.3171691411	1.26229566429	1.29193603604	-0.915594137218	-1.29593030174	1.20077005318	0.849068163495	-0.700499378461	-1.41412905507	-0.292161246068	0.958846135235	1.30428492054
ANXA1	0.842504197163	0.760201188848	0.842504197163	-1.72160198186	0.345555562819	-1.69361501398	-0.920005049613	0.842504197163	0.321021841345	0.394535078781	0.32330284214	0.842504197163	0.842504197163	0.245871953745	0.842504197163	-1.21914916929	0.842504197163	-1.69335164131	-0.203313133893	-0.176571776014	0.842504197163	0.842504197163	-0.514809691424	0.842504197163	-0.0225669570109	-1.25784550708	0.842504197163	0.842504197163	0.842504197163	0.842504197163	0.590230587963	-1.33305984959	0.842504197163	-1.96337685848	0.00465509120196	-1.83311117649	0.842504197163	0.842504197163	-0.127447258688	0.753454754745	-0.918082894491	0.49975029678	-1.8131269635	0.578391161382	-1.72663764036	-1.94536222811	0.842504197163	0.10043628768	0.158048397638	0.842504197163
ALDH1A1	-1.03379805165	0.655229662242	0.691866657028	-0.849035563379	1.32844032535	-1.01698958191	-0.599712481389	-0.35665667187	0.983719696347	0.738766411018	0.26517706165	1.76824454202	-0.65171493875	0.540590594101	-1.03669041643	1.76824454202	-0.516374938235	-1.00864454176	1.76824454202	-0.963760956835	-0.0949122615247	-0.683863965539	-0.924055972455	0.905522601519	-0.534836565553	-0.964443788676	-0.31108978836	1.47016830614	1.76824454202	-0.275360614289	-0.971990458981	0.51289956924	-0.742842872159	-1.00858925069	1.33716951168	-0.382861997614	-0.552042043221	-1.06227719475	-0.87226402607	-0.251701281495	1.12007772327	-1.00309946969	-1.02934147422	0.941643892855	-0.904544868829	1.76824454202	-0.176130765017	-0.846994515214	1.76824454202	-0.474117948003
IGFBP7	1.32393678737	1.06271455164	0.25285334904	-1.12389246906	-0.0542080506472	-0.851437674502	-0.876078775683	0.608016012161	-1.08315777423	-0.499691910509	0.776553871568	1.48472508624	0.829017977769	-1.20801667523	1.48472508624	-1.0007449861	1.39023352769	-1.0363900173	0.147886031001	-0.031335560773	0.824979416662	1.16842804925	-1.10612517092	-0.760520551746	1.08389428442	-0.651321816712	1.48472508624	1.48472508624	-1.34392238665	-0.213980755923	-0.0766046191754	-0.965106203893	0.647023454889	-0.707226538815	0.12887644642	0.982411455788	0.296454304315	-0.977398049407	-0.913749465745	0.939587051728	-0.92872767082	1.43773166174	-1.21634056407	-1.1151100038	1.14488528314	-1.35819446372	1.34509536408	-0.748270473973	-1.34576470625	-0.136161889986
CTGF	0.837127741886	0.699590547348	-0.637060841592	-1.19506368046	-1.280976242	-1.09594493629	-0.539324341754	0.994505910768	-0.239674927638	0.428302351533	0.462113265377	-0.0761869364426	1.34307867018	-0.329408387701	1.55151155246	-0.494442442221	0.29560160128	-1.25837943522	1.04468614593	1.61577780584	0.301383193696	1.43831696288	-1.28695897082	0.646891358853	-1.22350800569	-1.12386580938	1.61577780584	0.76534747311	-0.868308945247	0.765219347431	-0.316992048401	-0.905469160129	1.54066976609	-1.33714489884	0.0374276744388	0.497999254619	0.285343150827	1.48273096982	-0.143820758565	1.09702603165	0.663200164235	-1.26645519731	-1.27109877439	-0.17843149922	-1.02186407905	-1.28445664563	1.31832120044	-1.27839139497	-1.1520467818	0.077325194221
CYR61	0.231713475876	1.24642746518	0.131645438397	-1.26647710825	-1.11429093885	-0.9784445858	0.0124347883539	1.08095174187	-0.883282008661	0.405753300173	-0.172484291224	0.876514740455	1.30098543489	-0.166885308041	1.24025509527	-0.921592735614	0.818975063095	-1.39062629777	0.278949114123	1.21818653335	0.836092594438	1.12414777825	-1.32161910062	0.226351810283	-1.24861104982	-1.29056294433	1.30670749303	1.20667941991	0.539187163609	0.959380214761	0.368810896083	-1.10223108754	1.30670749303	-0.399678862256	0.61523945183	-1.32129648972	0.810958134079	1.30670749303	0.698673783888	0.951891980556	-0.494226480378	-1.27172024875	-1.34191625728	-0.592868871174	-1.14006499737	-1.50830906233	0.638785902569	-1.26735547232	-1.31482509339	0.77025549108
DKK1	0.350888698742	0.730819298849	0.845150588314	-1.14982464601	-1.12650553333	-0.554548274632	-0.060779399338	1.12544595259	-0.178157674336	0.310018211108	0.224891804334	-0.500212216547	1.39400619919	-1.18168368803	1.39400619919	-0.891638351936	1.36004673377	-1.28517147025	0.654250424626	-0.178158585888	1.36504203165	0.642232273863	-1.28151617847	1.39400619919	-1.26598218746	-0.938442548015	1.39400619919	-0.884275317506	0.869751236903	0.451198299207	-0.367591446149	-1.01436054323	1.00556596865	1.00059744205	1.39400619919	-0.847942263406	0.81607719124	1.39400619919	-0.268396211981	-0.786018910282	0.483273944862	-1.28798811408	-1.31754040481	-0.318949478816	-1.01073453229	-1.386440685	1.09849149694	-1.18947200689	-1.3168412771	0.891393152933
RAB25	-0.68358040142	-0.444717991155	1.20416920037	-0.488682899304	-0.714710551987	-0.716106153999	1.51077007779	-0.559037194057	1.82505490424	-0.72654641432	-0.714653715781	-0.57758415007	-0.787764252126	-0.705551555526	-0.761140331472	0.86027259011	1.1672787949	-0.786833105837	-0.328613637159	-0.757268531602	1.83762549314	-0.723689319545	-0.718331208363	0.115579172586	-0.691274905602	-0.50829905284	-0.703852575277	-0.658052118948	-0.750917377466	-0.526850283183	1.7334468834	0.42740680758	-0.690527865374	-0.780100147878	1.5869501958	-0.648628433595	1.5799768657	-0.799031294436	-0.785160881144	0.391884403468	1.63275892915	-0.675052011731	-0.695209069632	1.75128767074	1.67834706124	-0.744033242797	-0.747645066652	-0.60205213247	1.39585165575	1.50283716677
SPARC	1.54268726394	-0.234543988842	-0.937469973868	-0.991766523654	-0.531701219786	0.212020595017	-0.909970354964	0.391817533549	-1.07490993372	-0.256329191602	1.57375308098	1.30229495979	1.48373396061	0.547147852972	1.76822516783	-1.12775314921	-0.147568698691	-1.08584907437	-0.291449706134	0.840178532865	0.181500324009	1.68230955655	-0.438315152155	-1.0538811839	-0.278313869121	-0.711686560798	1.81398051862	0.857873191211	-1.02892873374	-0.124619828885	1.00225562728	-0.733664166658	1.37043760948	0.598674923688	-0.238899678653	-0.677437077649	-0.604007604485	1.21104800822	1.4913473847	-0.0739598242408	-1.044274026	-0.499348264611	-1.09087134685	-1.06399809322	-0.959686620883	-1.0782826896	1.79132400724	-0.884832577693	-0.575544512322	-0.912746472242
IFI16	1.1191654665	-0.107985857421	0.661959391026	1.25713799194	0.053733764782	-0.512201235355	-1.31498946208	0.661148904721	-0.91933103692	-1.05410490895	1.23905972566	1.13166798504	0.767861595228	0.467494748196	0.894377299212	-1.11091841514	1.09431188399	-1.42667986385	-1.07808254786	-1.32606054842	-0.0102279107247	0.87497127885	1.3605985976	0.773326185358	0.58096131417	0.939531037896	0.830289863897	0.746886047474	-0.71741329036	-0.0522873014481	-0.419571713994	-0.956395936589	0.698057612976	-1.39587640837	-1.17074434016	1.29270166983	0.117171745181	1.22021428078	0.534683908053	-0.563064769968	-1.36593202466	0.343498154416	-1.49121116233	-0.920803136733	-1.54450861511	-1.4129200478	1.15633745791	1.23757990083	-1.49664361582	0.313226338553
