	('Cluster: cluster-0', u'Majority Tissue: central_nervous_system', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-1', u'Majority Tissue: endometrium', 'number in clust: 14', 'Max Pct: 0.357142857143')	('Cluster: cluster-2', u'Majority Tissue: lung', 'number in clust: 28', 'Max Pct: 0.392857142857')	('Cluster: cluster-3', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 36', 'Max Pct: 1.0')	('Cluster: cluster-4', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 20', 'Max Pct: 1.0')	('Cluster: cluster-5', u'Majority Tissue: autonomic_ganglia', 'number in clust: 22', 'Max Pct: 0.5')	('Cluster: cluster-6', u'Majority Tissue: breast', 'number in clust: 34', 'Max Pct: 0.852941176471')	('Cluster: cluster-7', u'Majority Tissue: lung', 'number in clust: 76', 'Max Pct: 0.434210526316')	('Cluster: cluster-8', u'Majority Tissue: large_intestine', 'number in clust: 22', 'Max Pct: 0.863636363636')	('Cluster: cluster-9', u'Majority Tissue: lung', 'number in clust: 29', 'Max Pct: 0.241379310345')	('Cluster: cluster-10', u'Majority Tissue: skin', 'number in clust: 31', 'Max Pct: 0.967741935484')	('Cluster: cluster-11', u'Majority Tissue: kidney', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-12', u'Majority Tissue: thyroid', 'number in clust: 4', 'Max Pct: 0.5')	('Cluster: cluster-13', u'Majority Tissue: bone', 'number in clust: 9', 'Max Pct: 1.0')	('Cluster: cluster-14', u'Majority Tissue: central_nervous_system', 'number in clust: 2', 'Max Pct: 1.0')	('Cluster: cluster-15', u'Majority Tissue: lung', 'number in clust: 8', 'Max Pct: 0.75')	('Cluster: cluster-16', u'Majority Tissue: upper_aerodigestive_tract', 'number in clust: 46', 'Max Pct: 0.586956521739')	('Cluster: cluster-17', u'Majority Tissue: endometrium', 'number in clust: 2', 'Max Pct: 0.5')	('Cluster: cluster-18', u'Majority Tissue: liver', 'number in clust: 13', 'Max Pct: 0.846153846154')	('Cluster: cluster-19', u'Majority Tissue: endometrium', 'number in clust: 2', 'Max Pct: 0.5')	('Cluster: cluster-20', u'Majority Tissue: stomach', 'number in clust: 4', 'Max Pct: 0.75')	('Cluster: cluster-21', u'Majority Tissue: central_nervous_system', 'number in clust: 78', 'Max Pct: 0.666666666667')	('Cluster: cluster-22', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 10', 'Max Pct: 1.0')	('Cluster: cluster-23', u'Majority Tissue: pancreas', 'number in clust: 4', 'Max Pct: 0.75')	('Cluster: cluster-24', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 26', 'Max Pct: 1.0')	('Cluster: cluster-25', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 30', 'Max Pct: 1.0')	('Cluster: cluster-26', u'Majority Tissue: bone', 'number in clust: 41', 'Max Pct: 0.19512195122')	('Cluster: cluster-27', u'Majority Tissue: kidney', 'number in clust: 35', 'Max Pct: 0.885714285714')	('Cluster: cluster-28', u'Majority Tissue: pancreas', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-29', u'Majority Tissue: lung', 'number in clust: 41', 'Max Pct: 0.390243902439')	('Cluster: cluster-30', u'Majority Tissue: breast', 'number in clust: 2', 'Max Pct: 0.5')	('Cluster: cluster-31', u'Majority Tissue: lung', 'number in clust: 36', 'Max Pct: 0.916666666667')	('Cluster: cluster-32', u'Majority Tissue: central_nervous_system', 'number in clust: 33', 'Max Pct: 0.151515151515')	('Cluster: cluster-33', u'Majority Tissue: autonomic_ganglia', 'number in clust: 2', 'Max Pct: 1.0')	('Cluster: cluster-34', u'Majority Tissue: large_intestine', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-35', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 17', 'Max Pct: 1.0')	('Cluster: cluster-36', u'Majority Tissue: lung', 'number in clust: 58', 'Max Pct: 0.362068965517')	('Cluster: cluster-37', u'Majority Tissue: pleura', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-38', u'Majority Tissue: soft_tissue', 'number in clust: 3', 'Max Pct: 1.0')	('Cluster: cluster-39', u'Majority Tissue: ovary', 'number in clust: 35', 'Max Pct: 0.6')	('Cluster: cluster-40', u'Majority Tissue: lung', 'number in clust: 3', 'Max Pct: 1.0')	('Cluster: cluster-41', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-42', u'Majority Tissue: central_nervous_system', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-43', u'Majority Tissue: large_intestine', 'number in clust: 42', 'Max Pct: 0.5')	('Cluster: cluster-44', u'Majority Tissue: breast', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-45', u'Majority Tissue: stomach', 'number in clust: 1', 'Max Pct: 1.0')	('Cluster: cluster-46', u'Majority Tissue: skin', 'number in clust: 19', 'Max Pct: 0.894736842105')	('Cluster: cluster-47', u'Majority Tissue: haematopoietic_and_lymphoid_tissue', 'number in clust: 34', 'Max Pct: 1.0')	('Cluster: cluster-48', u'Majority Tissue: lung', 'number in clust: 2', 'Max Pct: 1.0')	('Cluster: cluster-49', u'Majority Tissue: lung', 'number in clust: 75', 'Max Pct: 0.413333333333')
NEUROD1	-0.451314326233	-0.401028274904	-0.415709209201	-0.312109595623	-0.354032074527	1.73407391566	-0.384807962743	-0.401683616239	-0.368324538352	-0.291461840586	-0.39056832513	-0.573200760298	-0.356780238685	-0.15058234932	-0.454544403461	1.34401732229	-0.400168302285	3.50197284426	-0.338967198373	-0.418955381052	-0.43514209719	-0.382113385635	-0.306308024149	-0.411595890803	-0.309175938395	-0.263247654357	-0.405100196567	-0.406004627977	-0.329874464636	-0.365406727328	-0.387876885404	0.654805963095	-0.388163660826	0.127584524932	-0.309341316624	-0.33840657738	-0.398236665406	-0.487187678254	-0.402512144953	-0.413433798291	1.02802305091	-0.327319132024	3.50197284426	-0.346274509351	-0.115934005426	3.50197284426	-0.403382811835	-0.338595233419	-0.281859686445	-0.377691799968
UCA1	-0.98209655862	0.440317474394	0.328026272267	-0.708704745243	0.500059357705	-0.851837047823	-0.292309139162	0.0294673126314	1.62108013966	-0.528863074544	-0.672581563006	-0.427804751041	0.323938636141	-0.682853150618	-0.730540207505	-0.663568702599	1.44309707265	-0.805854048429	0.656173809968	-0.242993802965	2.28186638307	-0.420614088724	-0.691743594674	1.1477153364	-0.658656353921	-0.700151584399	-0.649338418456	0.18387908446	2.52946855932	-0.306186149189	2.65957051469	-0.821493209296	-0.180030369404	-0.945101890261	1.67920835648	-0.750353822028	1.45746177228	-0.820373557356	-0.50802769198	0.833018451808	-0.0427515661412	-0.779853731262	-0.651064180308	0.429858728347	-0.589759911398	-1.16882089473	-0.400584984571	-0.698829940687	-0.825724162342	1.6552596304
MIR100HG	2.59660919751	-0.331489755252	-0.481510540591	-0.757020399364	-0.775900803237	0.212393238338	-0.770251037624	1.04307746767	-0.749430487851	0.0366070985286	0.0578448297159	0.504381255695	2.29228643182	-0.259017462142	1.16957910065	-0.848419583631	0.178733715942	-0.92169129095	-0.73131175792	1.50239253199	-0.581793778316	1.40030823675	-0.790845103982	-0.660644442069	-0.632692040684	-0.744315950222	2.36841469568	-0.251984888038	-0.790110004832	0.498394053493	-0.46441512636	-0.311339598651	1.54492629266	1.68500803468	-0.706967896982	-0.739587166107	-0.252620094962	1.58175726356	0.0833253851417	-0.436954657786	-0.807238565031	-0.848465709307	-0.922958599633	-0.689305440853	-0.636370012884	-0.818972575518	1.19874271872	-0.81343242634	-0.89805844443	0.470334093008
TMEM45B	-0.731286745853	-0.639304062058	0.21182073195	-0.606673252042	-0.695271803069	-0.617360917634	1.25928224342	-0.224454073155	2.3282807504	-0.664069573743	-0.693492266108	-0.665267723733	-0.723334982991	-0.663909667683	-0.713511000548	1.1725317994	0.473458773668	-0.712052182181	0.758801507854	-0.675123921471	0.207199486294	-0.714104131259	-0.658716615749	2.08356218794	-0.669014333484	-0.600388706172	-0.719267094632	-0.616617894681	-0.75079434628	-0.514691092874	0.377746379865	0.590663119709	-0.67587818524	-0.685747629697	1.9722149522	-0.653793698882	0.346154604372	-0.622761890072	-0.720104400898	0.393028502672	2.23801452495	-0.5892432978	-0.531510377706	2.04684454992	2.26111415384	-0.796810392795	-0.73184249682	-0.642954039335	0.983809062627	1.21482546555
LDHB	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	-1.13072924994	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	-0.354420688587	0.327878653159	0.327878653159	0.327878653159	0.327878653159	-2.50289043027	0.327878653159	0.327878653159	0.327878653159	0.327878653159	-3.64725714116	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	0.327878653159	-3.05115960345	-3.74020362558	0.327878653159	0.327878653159	0.327878653159	0.327878653159
COL4A2	0.168993332827	1.49520450883	0.39941082528	-1.21858661412	-1.25800251131	-0.40390081855	-0.810321959594	0.42073340351	0.37514492632	-0.985625488741	0.711448927469	1.88772739364	1.10073435695	0.217596562587	0.832280749217	-0.323432929667	0.836898857257	-1.30311991748	-0.515222762844	-0.133645273731	-0.281031755023	1.27777259343	-1.29230478806	-1.02521483656	-0.861894229879	-1.20070645025	1.99861571371	1.6610502512	-0.184311886187	0.0117891816877	-0.706981845159	-0.688962415304	0.850775664233	-0.0353140685927	-0.0928288470214	-1.24335649836	0.294078452028	0.551646318226	1.98725020131	1.32409077322	0.270617199562	-0.955622625409	-1.13241205845	-0.0384325206007	0.447185017355	-1.50348616546	1.62574411381	-0.757337487185	-1.27276015817	-0.521972411937
EEF1A2	-1.24849494237	-0.350268969674	0.239626979951	-0.845917010119	-1.09679686594	1.47589682703	1.36272233554	0.461226342261	-0.916003598666	0.678604410487	-0.403474625232	0.62470926782	-0.267274629009	-0.0688730087281	0.209184224836	0.158849239228	-0.353764273788	2.39456315082	-0.7539689188	-0.953833097385	0.68514462068	0.0293867209564	-0.724685712896	-0.228004492783	-0.75765662851	-1.024074456	-1.03588662264	0.552582631465	2.05268189629	0.696787820311	-0.681037998186	0.922212767904	-0.307413048572	2.39456315082	-0.399182810929	-1.03363784506	0.333942119978	-0.163296404637	-0.900344953484	0.324184445545	0.883660145475	-1.32689194372	1.96131163726	-0.707916611972	-1.23153889908	-1.22461635403	-0.406440675855	-1.08765835785	1.35842810846	0.698684912784
PRKAR2B	0.222467327081	-0.634874740889	-0.405880504603	0.770665401986	1.73291727353	1.18949843134	0.663895004034	-0.311707297831	-1.60354532848	0.509509757342	1.0339529625	-0.980260209058	0.527311834023	0.821565755692	0.506628225781	0.166401331361	-1.12097132709	1.6822475061	-1.01563770017	0.709807056258	-1.28865446475	0.240264205151	-1.47391300969	-1.12054578411	0.257874738391	-0.315410427029	-0.396280056497	0.00638224953304	1.04061631396	0.245999303853	1.20117874644	0.533655402797	0.229325073426	1.57334739015	-1.56358271338	-0.277733562116	-0.387387830428	0.440726260902	-0.356843070579	-0.236505697086	-1.79021371991	1.03831046133	-0.123414445026	-1.01707499729	-1.76495839137	-1.63474614249	1.30890937704	0.188395408008	1.87611904263	-0.897830420753
BNIP3	0.994563610993	0.73039584292	0.114551611402	-0.383552229123	-0.160371421862	0.511438185452	0.543438486817	0.421190495929	-1.90644164907	0.133138239247	0.438226948149	0.994563610993	0.985923205998	0.281762065391	0.994563610993	0.316590941171	-0.00363716575441	0.751317297346	0.692881417318	-1.28742958682	-0.727337495078	0.733145698362	-0.068007789513	-1.9416499361	0.096053197209	-1.15112514213	0.828613347729	0.980516843097	-2.92806835599	0.392425257309	-1.68438037325	0.527472279086	0.883471872902	0.703728122907	-0.103656845212	-0.2993076185	-0.274195406564	0.994563610993	0.279100691083	0.32914732318	0.435490963539	0.0547299991227	0.74750285444	-1.82749099471	-2.86744564511	0.699420529609	0.552349110626	-0.798705557163	0.769902352151	-0.499376411518
SCG5	2.8737364855	-0.0468180238307	-0.698314365811	-0.560939996755	-0.788149874299	0.46363357165	-0.649725310982	0.544614433089	0.0469435002468	-0.534171946561	-0.793955776307	-1.01368849597	1.72774243692	-0.793944338496	-0.762297899212	1.7626307074	-0.359144481787	-0.918866124109	-0.606621846052	-1.00614381299	-0.568711753299	1.36221962192	-0.686420173678	-0.506647372703	-0.504515464986	-0.365946398348	1.35727713548	0.677751601992	-0.879127055267	-0.10061064714	0.441020629431	2.23453927065	0.721536084505	1.94928165381	-0.737926592995	-0.488202370793	-0.662879210341	-0.834457986236	-0.830619199564	-0.526611747864	-0.330093611853	-0.668836390722	-0.953043535034	-0.432355793956	1.84637882491	1.64118082597	0.199399463355	-0.433534967189	0.149026068182	0.0444102501173
TNFRSF11B	-0.143069440423	0.850126275136	-0.624952824771	-0.720965646878	-0.743114997581	-0.645568819626	-0.603474465864	0.347549466115	0.187910074281	-0.609676568504	-0.456657105972	2.57662362711	0.536562607686	-0.761328287085	-0.783077453251	1.15586489021	-0.54514324437	-0.789911617256	0.439245762673	-0.772306053804	-0.697523654728	0.482325660259	-0.43355855015	0.471829783056	-0.599237015271	-0.724929076287	2.96742892362	0.499557445978	-0.722781225029	0.0900876795694	0.424527170498	-0.485688789072	0.127171369043	-0.768433275747	2.12456956902	-0.737624406014	-0.393025261334	-0.744310082272	-0.728006709711	1.00657579128	2.92807350712	-0.762968556239	-0.769132568888	-0.244743221294	-0.725849125265	1.50451925938	0.50475618309	-0.720935444231	-0.889477825967	0.122166267766
S100A14	-0.819041521632	-0.292856029797	1.4762120664	-0.53889776329	-0.569878332999	-0.591131002593	1.64803630687	-0.358868015392	1.73067563809	-0.640230724359	-0.642267668151	-0.300416355695	-0.658935324076	-0.66558656266	-0.704099371929	-0.473595741465	1.72873104117	-0.500564480469	0.444047258457	-0.667493149472	1.90204379004	-0.629094604028	-0.509627473912	0.614491358326	-0.63734450924	-0.57975173489	-0.627019022059	-0.452661941655	-0.733049314683	-0.524626419589	2.07958010956	-0.320218410101	-0.625935367703	-0.712431801858	2.28629335551	-0.593769774893	1.71748287122	-0.632246732435	-0.68566499211	0.572608988737	1.48383923996	-0.809003738891	-0.557511559503	2.06567102477	-0.314009493749	-0.780742793713	-0.598740561417	-0.598078785542	-0.69574737497	1.29142540182
BAMBI	-0.983343336711	0.401589181277	0.632700432852	-1.62609192771	-0.631058156293	-0.404270791652	1.1630751002	0.197438088532	0.879359575976	0.0514637436692	1.99934874629	-1.62403266867	-0.895700353328	0.629202557197	0.402732144505	0.818004625815	-0.703530660321	-1.70574462322	1.73645071176	-0.608727115216	0.678815875463	0.438553040641	-1.04979389329	0.349497523494	-0.924993264373	-0.230389398469	0.649813818341	-0.100566462508	0.306249898082	-0.377917815002	2.03833019367	0.282210120432	-0.352626623908	0.453061779235	1.10461741893	-0.673429641478	0.0133067301415	-0.491189315787	-0.556273324587	-0.147219379579	0.847247108648	-2.00997345338	-0.497674332208	0.889998494748	1.44713083665	-0.0859133908711	1.81598823395	-1.2434515236	-1.85276760594	-0.449506922383
ALOX5AP	-0.547096748927	-0.0729997617473	-0.639235249124	3.03176948883	0.465484694622	-0.542823099553	-0.492381742916	-0.156961456409	-0.393099788254	-0.527381266579	-0.579899830388	-0.66824517195	-0.29452816962	-0.654218879232	-0.595039005313	-0.673297468466	-0.251317860368	-0.45692720735	-0.414501979368	0.133279428008	-0.471095072466	-0.175682516326	2.94389660405	-0.555259427617	2.38269529867	0.83886230773	-0.555342253809	-0.127568986133	-0.65110710955	-0.429026692553	-0.581978700515	-0.587213264033	0.127334527321	-0.61610310788	-0.258088987899	0.659134578111	-0.305133024912	-0.530818491736	0.727434832282	-0.53372993399	-0.482095148166	3.17770681116	-0.511882292751	-0.570949832333	0.478463950665	-0.674062629731	-0.432625920814	1.96851635846	0.450138960453	-0.374999761586
PSMB8	0.571528244915	0.147065999648	-0.117159542992	1.05416590759	0.321308741003	-1.23810814316	-0.963227949424	0.544917323647	0.706863072311	-1.59015916378	0.263016756237	1.36420103456	0.489154958632	-1.12593064686	0.276443327176	-0.50492796695	0.575012187635	-2.3476567261	-0.672206935933	0.754957338752	0.065227685166	0.443988160557	1.42285106591	0.956572753989	1.05653222147	0.780750732366	0.178383671277	0.844844557596	-1.12971735081	-0.0290613644051	-0.77797577332	-0.775409249913	0.39753737925	-1.98209107574	-1.52574228606	1.25745523618	0.2573905999	0.872355039039	-1.58480320017	-0.391811686841	-0.0887062374295	1.1755316342	-2.29363419544	0.342928547967	0.462453794053	-1.38211832503	0.415956829523	1.22029661013	0.751807441376	0.548948968317
LAT2	0.489401434157	-0.238959947852	-0.503176755454	1.65294819236	0.527757720408	-0.682378859745	-0.511530197055	-0.430954737829	-0.14091722144	-0.62523332661	-0.528594151408	-0.63032517111	-0.540885814073	-0.521808559122	-0.718097360854	0.170333955253	-0.344186294447	-0.560173158641	-0.518635496615	-0.677892001789	-0.483701822803	-0.574466213123	2.5707233234	-0.0637811708398	2.60971508717	0.587714339461	-0.577179503516	-0.453423357162	-0.540838801303	0.1745312258	-0.676299892924	-0.0860828816275	-0.258423416743	-0.583830814326	-0.705828965509	2.89556796356	-0.336976638774	-0.574716133236	-0.656106146526	-0.622930365316	1.49686370182	2.81998040744	-0.516887925075	-0.418115694775	1.68741016305	-0.753386762497	-0.520433354565	0.484116981684	-0.632499020179	0.042593439309
PDGFRA	-0.333196584759	-0.516859764634	-0.539195157188	-0.380840821567	-0.521421360048	0.482296778644	-0.601257966176	-0.237501976715	-0.594655720872	0.691658274276	-0.462054471251	-0.74021093146	1.66774262476	-0.493141177028	2.81122016682	-0.376961678756	-0.537038824069	-0.628612799249	0.589151695983	-0.42166735733	-0.542919077728	1.35265855488	-0.50610459104	-0.624732727297	-0.428137982264	-0.461103621586	3.12046550235	-0.534651844967	-0.742981171434	-0.137955477453	-0.636189478968	-0.229972873575	0.320624387451	1.14216597472	1.7331841164	-0.335547266698	-0.543654221324	-0.54352685719	0.49583340667	-0.374945378303	-0.600193059013	-0.415422523615	-0.480430278823	-0.546046024051	-0.48149531569	3.43423691157	-0.0904152009601	-0.1486134336	-0.552891075673	-0.498692322158
LPXN	1.34336835054	-0.546359013408	-1.13504849242	1.92787578305	0.464319383272	-1.11717491871	-0.654064214993	-0.138604863271	-0.0281166441282	-0.8405055713	1.18761733408	0.421920473799	1.58060224587	-0.933441490604	-0.60145915909	-0.731146888724	-0.402864145312	-1.02056523539	-1.05831738078	-1.02832911536	-0.590608051933	0.226652573702	1.93467681179	-0.303806238729	1.10306625361	0.61634564126	0.686510408491	0.363378223284	0.0187150421938	-0.72699845613	-0.771181097446	-0.862203738619	0.33887061298	-0.864498772473	-0.977271000692	0.813302352557	-0.705904530378	1.29098783793	-1.11671795637	-0.842576691685	1.85213439429	1.81283629176	-0.784108030612	-0.575827506383	1.14781674263	-0.938360081805	1.08530309684	1.63273090472	-1.11138791876	-0.44158355314
WNT5A	2.35129112357	0.0185784722105	1.21568367469	-0.130876091168	-0.965286486275	-0.386234444922	-0.401486126546	0.351990222251	-0.835636556833	-0.437079225936	-0.276068813134	0.624887628843	1.4398066197	1.75161260004	0.855306506088	-0.4819240956	-0.446896205404	-0.958005525046	-0.368051748875	0.551811022643	-0.103587319757	1.6300071693	0.197230332361	-1.12132231659	-1.0662200246	0.0365252834338	1.93885738673	0.16983710586	-1.25668494439	-0.204244901983	1.31005385963	-0.468203970947	0.884561027849	-1.10953326443	-0.820441806074	-1.04108780747	0.160983001974	-0.0279992101193	1.41766939773	0.419209920604	-1.048016704	-1.15045894493	-1.02697253835	-1.00913588954	-1.0495630716	1.9231861841	1.34840747208	-0.656564365687	-1.0832740932	-0.66663951829
IQGAP2	-1.18301736794	-0.642199277432	-0.747455539543	0.148296333003	1.37869080466	-0.643391265682	0.0548223740873	-0.678975932628	0.12436766668	-0.471080651255	-0.521516386377	-1.26379956135	-0.623997529765	0.651995533326	-0.47625092923	-0.95053783907	-1.03345401577	1.71177072467	1.73082044559	0.67677637146	-0.4457148408	-0.372324454413	1.10565425074	-0.15759249095	1.58331502036	1.69980194401	-1.04442843639	-0.782131806623	1.38240407174	-0.717883324798	0.792149639596	-0.968652749649	-0.666463224623	-0.542901334611	2.09777492287	1.25350100116	-0.96557592787	-1.25576065148	-0.514024547975	0.139872684553	0.172572009181	1.33838389526	-0.756796040627	1.30489181596	-0.827234540416	1.56476539233	-0.556916399563	0.815477808163	-1.18476959166	-0.7332580509
TMEM200A	0.873460555115	-0.720691305538	-0.72561925378	-0.339575142057	-0.757318778564	-0.475726129996	-0.924944906184	0.21475063791	1.4635127134	-0.510747504889	-0.919216272341	2.72463662156	2.50495698212	0.334365773206	0.618433396769	-0.361353261808	-0.434621683978	-0.696886030724	-0.378045837731	-0.946382396774	-0.526639555088	0.855223722292	0.845586157702	-0.62370798958	-0.576869058116	0.39419643329	2.99183422354	-0.447917549112	-0.861314196731	0.0524525260928	-0.274835841697	-0.323796774968	1.42573269546	-0.941168728649	1.70062603256	-0.751686651918	-0.542927887077	0.203465614093	-0.395558055615	-0.491466574174	-0.507567293194	-0.967707287735	-0.0657853479123	-0.126418155938	-0.972664155929	1.76625336462	-0.171271237703	0.049714058549	-0.944496993439	-0.314273669347
PRAME	-1.50885997548	0.207959658852	0.0168063909322	-0.679837414888	0.613414242399	0.542923585122	-0.400887326724	-0.0110056924474	-1.05912663703	1.24293102357	1.76318506549	1.51301547082	-1.30750879109	1.14783401017	-1.10822789407	0.365729098663	-0.684750175958	-0.140350117816	-0.375143492688	1.02343836976	-0.788405482186	-0.557622543234	-1.08388421509	-0.878110458871	-0.193507881907	-0.386588493619	-1.05607699504	0.340067283749	0.333347527394	0.66099935563	-0.835564895353	0.0664630268587	-0.152895796127	1.90978588351	-1.13750210838	-1.06162614502	-0.365482754824	0.348125168329	-1.09857464013	0.768306962973	-1.164778219	1.91549110883	1.68716092417	-0.916723302078	-1.00487172477	1.77424988868	1.50312273733	-0.455981549198	1.33552433172	-0.665986391935
LSR	-0.34264707308	0.508266560468	0.86401957815	-0.661783505655	-1.00697004225	-1.14001274901	0.926148321061	-0.0994136077554	1.31662702299	0.128184602235	-0.61765603626	1.31249096681	-0.884352557808	-1.00762447296	-1.25210758461	0.532325467133	1.20981266096	-1.0462144626	0.902488743992	-1.49587252918	1.5846900892	-0.822597647952	-0.122435061939	1.12117753	-1.49732165237	-0.13882066778	-0.798125017377	0.315449157834	0.000602616794332	-0.0182425434898	1.11816782841	0.369246051178	-0.751074500691	-1.49198204994	1.34570285458	-0.545693267574	1.17274722343	-1.15645300217	-0.845171267661	1.07804796343	1.3043566751	-1.41013782392	-1.29906635207	1.35712400307	0.925570202139	0.718795528071	-0.408441409371	-1.3178344984	0.730825383871	1.33518435298
WFDC2	-0.370798491281	-0.652163798565	0.349505980396	-0.721938503418	-0.736783897788	-0.510166918573	-0.527865870471	-0.164904133731	0.00518742982654	-0.711496008711	-0.678775308279	2.22459797361	-0.19574997274	-0.738831281882	-0.882316644956	0.788310684239	1.48230949162	-0.768480411446	-0.728872112407	-0.691218515162	0.915240245964	-0.625673298728	-0.656726758783	1.37314374055	-0.726590621306	-0.713267818221	-0.582720125938	-0.369751923483	-0.671516456949	-0.168020385614	2.66313213425	1.53936253507	-0.498106904447	-0.884194011923	-0.44426477877	-0.703136880528	0.669797226002	-0.662289839651	-0.436671753511	2.14462927066	1.44809746131	-0.642060940748	-0.942524345096	-0.38853102872	1.24445208453	0.0773194295779	-0.555421681704	-0.738700822096	2.15388286156	1.41156369647
FAM110C	-0.806751299539	0.645735826301	1.30424558693	-0.796378565756	-0.906653503484	-0.783025656225	1.26209597584	-0.156050376446	1.64369898967	-0.57207868075	-0.841668054398	1.66489693836	-0.87742297064	-0.666940493761	-0.83765242057	1.28399800589	1.52198528419	-0.94628498279	-0.0349208748094	-0.920170725617	1.33770124888	-0.731815867124	-0.897916165139	1.29293040675	-0.890377708917	-0.85774964468	-0.911103879933	0.702856033528	-0.803230642716	-0.111403031486	0.670034132915	-0.123507179193	-0.804396880641	-0.921179519314	0.665919552285	-0.723030009752	1.68974842642	0.304820536412	-0.925262634244	1.10985916521	1.93565760785	-0.926262883858	-0.762179540593	0.831718247922	1.53744727866	-0.913792941334	-0.91064681133	-0.297461556152	-0.901019162157	1.15298541935
IGFBP2	-0.913576203963	-0.33951059101	0.679215468675	-1.12020132824	-0.000654814998869	1.41275725626	1.05461991134	-0.319173380871	-0.0218652046871	0.437576519475	0.22357484729	-1.32203466105	-1.16481965463	1.87544871524	1.7646393922	1.11639063451	-0.180028138127	-1.21956189297	-0.592543604055	-0.698638581109	1.1778781341	0.242336504857	-1.40865869941	-1.02984680846	0.559037463182	-1.1559168864	-0.644111214229	-0.857063398041	-0.934212623265	-0.34276164228	0.255984111157	1.46800514001	-0.644941311609	1.78155145474	-1.52073924929	0.101855416339	-0.16025600424	-0.921595278333	0.769222283431	1.04079161114	0.741831377199	-1.06255402002	-1.27442072701	0.0626740009375	1.09629110703	2.13190833605	0.896258683351	0.109191202508	-0.419619636537	-0.72973401619
GPR126	-1.24374610832	0.941103561773	0.295703542052	-1.31406277483	-1.1513412375	-1.32716742777	0.556505886785	0.750792186231	0.0855881088053	0.0322922441114	0.772946442016	1.54912580383	0.478299229103	-1.15538469507	-1.21521542733	-0.549385041348	1.18985144848	-0.103008160097	1.47639330513	0.447763779316	1.09845940561	-0.47914653132	-1.06927849862	0.606920699465	-0.859359507132	-0.842028235188	-0.13875016713	1.27933088642	1.92313690978	0.963926095717	0.131232909764	-1.01326349634	0.0699243185477	-1.4503750011	1.51816748115	-1.34747404097	0.962276915278	1.19201417968	-0.595067179525	-0.144860570262	0.797920372842	-1.32688868143	-1.1036176117	0.205268861638	0.838413421012	-1.62389539975	0.426164125213	-1.22142048192	-0.385040115661	1.07025427057
HLA-DRB1	2.06174290588	-0.363038089358	-0.501666885801	2.41065404016	0.744191989789	-0.708239876229	-0.410611794683	-0.112189957502	-0.336159674276	-0.444123750943	0.626961620543	0.445374679706	-0.32273674085	-0.620779752856	-0.821818713268	-0.532019191659	-0.22749244508	-0.651198705617	-0.753166059008	-0.494131466219	-0.484127485899	-0.341040867645	2.41065404016	0.225071409479	0.885206022778	1.14664154202	-0.587253772973	-0.309882422778	-0.917650077328	-0.404860599574	-0.703881972753	-0.698933906101	-0.20982196724	-0.725220061925	-0.810640667229	2.31707482313	-0.299880239446	-0.860862774651	-0.750140823175	-0.352145696728	0.0342815273309	2.4058960483	-0.335968551225	-0.333953471358	-0.923220748093	-1.05003834811	2.3022791629	0.982667558138	-0.753039885364	0.153240072611
CXCL1	-0.513093976676	0.611590857318	0.608477006221	-0.814399106455	-0.893271296514	-0.84388005574	-0.796974868289	0.689554886764	0.431450534429	-0.706995363189	1.05025101815	1.6254486582	1.96703233227	-0.928766804301	-0.706940607117	-0.484659183579	1.88725487514	-0.694370591548	0.372912191944	-0.861851519434	-0.516805099569	-0.498340374947	-0.966944907177	0.266139687388	-0.494250278457	-0.882260528126	-0.0545594211914	0.770789694488	2.77954735202	0.229357962253	-0.436310345568	-0.817953840086	1.72753502106	-1.11161831367	-0.510877701973	-0.881910351409	0.413546962721	2.02815274225	-0.994113059565	1.01007169496	0.243619931226	-0.940128872369	-0.747627020326	0.705338342502	-0.883352512796	-0.662948653826	1.34538198556	-0.819942427505	-0.784834849484	0.48652819404
